week;day;time;config_id;QTD_CTR;QTD_ASS;MOV;SECT_CONFIG
6;14/06/2024;18:41:00;"9.29.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:42:00;"9.29.7";9;7;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:43:00;"9.29.7";9;7;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:44:00;"9.29.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:45:00;"9.29.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:46:00;"9.29.7";9;7;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:47:00;"9.29.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03,S04|S01,S02|18F,S18
6;14/06/2024;18:48:00;"9.32.7";9;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:49:00;"9.32.7";9;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:50:00;"9.32.8";9;8;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:51:00;"9.32.8";9;8;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:52:00;"9.32.8";9;8;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:53:00;"9.32.8";9;8;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:54:00;"9.32.8";9;8;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:55:00;"9.32.8";9;8;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:56:00;"9.32.8";9;8;61;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:57:00;"9.32.8";9;8;61;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:58:00;"9.32.8";9;8;61;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;18:59:00;"9.32.8";9;8;61;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:00:00;"9.32.8";9;8;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:01:00;"9.32.8";9;8;62;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:02:00;"9.32.8";9;8;64;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:03:00;"9.32.7";9;7;65;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:04:00;"9.32.7";9;7;64;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:05:00;"9.32.7";9;7;65;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:06:00;"9.32.7";9;7;66;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:07:00;"9.32.7";9;7;66;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:08:00;"9.32.7";9;7;67;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:09:00;"9.32.7";9;7;67;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:10:00;"9.32.7";9;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:11:00;"9.32.7";9;7;69;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:12:00;"9.32.7";9;7;69;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:13:00;"9.32.7";9;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:14:00;"9.32.7";9;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:15:00;"9.32.7";9;7;69;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:16:00;"9.32.7";9;7;69;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:17:00;"9.32.7";9;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:18:00;"9.32.7";9;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:19:00;"9.32.7";9;7;70;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:20:00;"9.32.7";9;7;71;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:21:00;"9.32.7";9;7;66;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:22:00;"9.32.7";9;7;65;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:23:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:24:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:25:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:26:00;"9.32.7";9;7;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:27:00;"9.32.7";9;7;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:28:00;"9.32.7";9;7;51;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:29:00;"9.32.7";9;7;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:30:00;"9.32.7";9;7;49;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:31:00;"9.32.7";9;7;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:32:00;"9.32.7";9;7;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:33:00;"9.32.7";9;7;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:34:00;"9.32.7";9;7;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:35:00;"9.32.7";9;7;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:36:00;"9.32.7";9;7;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:37:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:38:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:39:00;"9.32.7";9;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:40:00;"9.32.7";9;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:41:00;"9.32.7";9;7;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:42:00;"9.32.7";9;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:43:00;"9.32.5";9;5;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:44:00;"9.32.5";9;5;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:45:00;"9.32.5";9;5;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:46:00;"9.32.5";9;5;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:47:00;"9.32.5";9;5;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:48:00;"9.32.5";9;5;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:49:00;"9.32.5";9;5;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:50:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:51:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:52:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:53:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:54:00;"9.32.6";9;6;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:55:00;"9.32.6";9;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:56:00;"9.32.6";9;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:57:00;"9.32.6";9;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:58:00;"9.32.6";9;6;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;19:59:00;"9.32.6";9;6;51;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:00:00;"9.32.6";9;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:01:00;"9.32.6";9;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:02:00;"9.32.6";9;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:03:00;"9.32.6";9;6;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:04:00;"9.32.6";9;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:05:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:06:00;"9.32.6";9;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:07:00;"9.32.6";9;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:08:00;"9.32.6";9;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:09:00;"9.32.6";9;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:10:00;"9.32.6";9;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:11:00;"9.32.6";9;6;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:12:00;"9.32.6";9;6;57;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:13:00;"9.32.6";9;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:14:00;"9.32.6";9;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:15:00;"9.32.6";9;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:16:00;"9.32.6";9;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:17:00;"9.32.6";9;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:18:00;"9.32.6";9;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:19:00;"9.32.6";9;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:20:00;"9.32.7";9;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S03|S01,S02,S04|18F,S18
6;14/06/2024;20:21:00;"8.1.6";8;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:22:00;"8.1.6";8;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:23:00;"8.1.6";8;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:24:00;"8.1.6";8;6;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:25:00;"8.1.6";8;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:26:00;"8.1.6";8;6;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:27:00;"8.1.6";8;6;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:28:00;"8.1.6";8;6;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:29:00;"8.1.6";8;6;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:30:00;"8.1.6";8;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:31:00;"8.1.6";8;6;51;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:32:00;"8.1.6";8;6;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:33:00;"8.1.6";8;6;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:34:00;"8.1.6";8;6;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:35:00;"8.1.6";8;6;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:36:00;"8.1.7";8;7;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:37:00;"8.1.7";8;7;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:38:00;"8.1.7";8;7;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:39:00;"8.1.7";8;7;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:40:00;"8.1.7";8;7;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:41:00;"8.1.7";8;7;54;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:42:00;"8.1.7";8;7;53;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:43:00;"8.1.7";8;7;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:44:00;"8.1.7";8;7;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:45:00;"8.1.7";8;7;56;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:46:00;"8.1.7";8;7;58;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:47:00;"8.1.7";8;7;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:48:00;"8.1.7";8;7;61;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:49:00;"8.1.7";8;7;62;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:50:00;"8.1.7";8;7;65;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:51:00;"8.1.7";8;7;67;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:52:00;"8.1.7";8;7;68;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:53:00;"8.1.7";8;7;66;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:54:00;"8.1.7";8;7;67;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:55:00;"8.1.7";8;7;67;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:56:00;"8.1.7";8;7;64;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:57:00;"8.1.7";8;7;64;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:58:00;"8.1.7";8;7;64;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;20:59:00;"8.1.7";8;7;62;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:00:00;"8.1.7";8;7;62;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:01:00;"8.1.7";8;7;63;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:02:00;"8.1.7";8;7;60;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:03:00;"8.1.4";8;4;59;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:04:00;"8.1.4";8;4;55;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:05:00;"8.1.4";8;4;52;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:06:00;"8.1.4";8;4;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:07:00;"8.1.4";8;4;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:08:00;"8.1.4";8;4;50;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:09:00;"8.1.4";8;4;47;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:10:00;"8.1.4";8;4;47;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:11:00;"8.1.4";8;4;44;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:12:00;"8.1.4";8;4;45;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:13:00;"8.1.4";8;4;44;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:14:00;"8.1.4";8;4;43;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:15:00;"8.1.4";8;4;41;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
6;14/06/2024;21:16:00;"8.1.4";8;4;41;S16,S17|S12,S13,S14,S15|S11|S09,S10|S07,S08,S6F|S05,S06|S01,S02,S04|18F,S03,S18
